COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
MGCR 293,3,Managerial Economics,12/18/2019,14:00,GYM,main gym,15-29,AAA,ZZZ
MGCR 293,4,Managerial Economics,12/18/2019,14:00,GYM,main gym,15-29,AAA,ZZZ
MGCR 293,5,Managerial Economics,12/18/2019,14:00,GYM,main gym,30-44,AAA,ZZZ
MGCR 293,6,Managerial Economics,12/18/2019,14:00,GYM,305,1-7,AAA,LAS
MGCR 293,6,Managerial Economics,12/18/2019,14:00,GYM,408,1-7,LAV,ZZZ
MGCR 331,1,Information Systems,12/6/2019,14:00,GYM,main gym,6-21,AAA,ZZZ
MGCR 331,2,Information Systems,12/6/2019,14:00,GYM,main gym,6-21,AAA,ZZZ
MGCR 331,3,Information Systems,12/6/2019,14:00,GYM,main gym,6-21,AAA,ZZZ
MGCR 331,81,Information Systems,12/6/2019,14:00,GYM,main gym,3-5,AAA,ZZZ
MGCR 341,1,Introduction to Finance,12/17/2019,14:00,GYM,Fieldhouse,24-32,AAA,ZZZ
MGCR 341,2,Introduction to Finance,12/17/2019,14:00,GYM,Fieldhouse,24-32,AAA,ZZZ
MGCR 352,1,Principles of Marketing,12/19/2019,14:00,GYM,main gym,8-16,AAA,ZZZ
MGCR 352,2,Principles of Marketing,12/19/2019,14:00,GYM,main gym,8-16,AAA,ZZZ
MGCR 352,3,Principles of Marketing,12/19/2019,14:00,GYM,main gym,8-16,AAA,ZZZ
MGCR 352,4,Principles of Marketing,12/19/2019,14:00,GYM,main gym,17-28,AAA,ZZZ
MGCR 352,5,Principles of Marketing,12/19/2019,14:00,GYM,main gym,17-28,AAA,ZZZ
MGCR 352,6,Principles of Marketing,12/19/2019,14:00,GYM,main gym,17-28,AAA,ZZZ
MGCR 352,7,Principles of Marketing,12/19/2019,14:00,GYM,main gym,29-32,AAA,ZZZ
MGCR 382,1,International Business,12/10/2019,18:30,GYM,Fieldhouse,14-26,AAA,ZZZ
MGCR 382,2,International Business,12/10/2019,18:30,GYM,Fieldhouse,14-26,AAA,ZZZ
MGCR 423,1,Strategic Management,12/16/2019,14:00,GYM,main gym,26-32,AAA,ZZZ
MGCR 423,2,Strategic Management,12/16/2019,14:00,GYM,main gym,26-32,AAA,ZZZ
MGCR 423,3,Strategic Management,12/16/2019,14:00,GYM,main gym,33-36,AAA,ZZZ
MGCR 423,4,Strategic Management,12/16/2019,14:00,GYM,main gym,37-39,AAA,ZZZ
MGCR 423,5,Strategic Management,12/16/2019,14:00,GYM,main gym,40-45,AAA,ZZZ
MGCR 423,51,Strategic Management,12/16/2019,14:00,GYM,main gym,40-45,AAA,ZZZ
MGCR 472,1,Operations Management,12/13/2019,9:00,GYM,Studio 1,1-7,AAA,LOR
MGCR 472,1,Operations Management,12/13/2019,9:00,GYM,Studio 2,1-7,LOW,ZZZ
MGCR 472,2,Operations Management,12/13/2019,9:00,GYM,Studio 1,1-7,AAA,LOR
MGCR 472,2,Operations Management,12/13/2019,9:00,GYM,Studio 2,1-7,LOW,ZZZ
MGCR 472,3,Operations Management,12/13/2019,9:00,GYM,Studio 1,1-7,AAA,LOR
MGCR 472,3,Operations Management,12/13/2019,9:00,GYM,Studio 2,1-7,LOW,ZZZ
MGCR 653,1,Markets and Globalization,13-Dec,13:00,ARMST,065,,AAA,ZZZ
MGCR 653,2,Markets and Globalization,13-Dec,13:00,ARMST,065,,AAA,ZZZ
MGPO 362,1,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,41-46,AAA,ZZZ
MGPO 362,2,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,41-46,AAA,ZZZ
MGPO 362,3,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,39-40,AAA,ZZZ
MGPO 362,61,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,41-46,AAA,ZZZ
MGPO 440,1,Strategies for Sustainability,12/6/2019,9:00,TAKE,HOME,,AAA,ZZZ
MGPO 440,2,Strategies for Sustainability,12/6/2019,9:00,TAKE,HOME,,AAA,ZZZ
MGSC 372,1,Advanced Business Statistics,12/10/2019,14:00,GYM,Studio 1,1-7,AAA,MEH
MGSC 372,1,Advanced Business Statistics,12/10/2019,14:00,GYM,Studio 2,1-6,MEL,ZZZ
MGSC 372,2,Advanced Business Statistics,12/10/2019,14:00,GYM,Studio 1,1-7,AAA,MEH
MGSC 372,2,Advanced Business Statistics,12/10/2019,14:00,GYM,Studio 2,1-6,MEL,ZZZ
MGSC 372,3,Advanced Business Statistics,12/10/2019,14:00,GYM,Studio 1,1-7,AAA,MEH
MGSC 372,3,Advanced Business Statistics,12/10/2019,14:00,GYM,Studio 2,1-6,MEL,ZZZ
MGSC 373,1,Operations Research 1,12/9/2019,14:00,GYM,main gym,40-43,AAA,ZZZ
MGSC 401,1,Stat Founds of Data Analytics,12/12/2019,9:00,TAKE,HOME,,AAA,ZZZ
MGSC 401,2,Stat Founds of Data Analytics,12/12/2019,9:00,TAKE,HOME,,AAA,ZZZ
MGSC 404,1,Founds of Decision Analytics,12/5/2019,9:00,ARMST,060,,AAA,ZZZ
MGSC 404,2,Founds of Decision Analytics,12/5/2019,9:00,ARMST,065,,AAA,ZZZ
MGSC 662,75,Decision Analytics,11-Dec,9:00,ARMST,065,,AAA,ZZZ
MICR 341,1,Mechanisms of Pathogenicity,12/9/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
MIME 200,1,Intro to the Minerals Industry,12/6/2019,9:00,GYM,main gym,31-32,AAA,ZZZ
MIME 250,1,Intro to Extractive Metallurgy,12/18/2019,9:00,GYM,Fieldhouse,19-20,AAA,ZZZ
MIME 260,1,Materials Science&Engineering,12/20/2019,9:00,GYM,main gym,3-5,AAA,ZZZ
MIME 260,2,Materials Science&Engineering,12/20/2019,9:00,GYM,main gym,3-5,AAA,ZZZ
MIME 261,1,Structure of Materials,12/12/2019,18:30,GYM,main gym,38-42,AAA,ZZZ
MIME 262,1,Prop.Materials in Elec. Eng.,12/13/2019,9:00,GYM,Fieldhouse,19-20,AAA,ZZZ
MIME 317,1,Analytical&Character'ion Techs,12/5/2019,14:00,ENGTR,0060,,AAA,ZZZ
MIME 329,1,Mining Geology,12/16/2019,9:00,ENGTR,0060,,AAA,ZZZ
MIME 330,1,Mining Geotechnics,12/12/2019,9:00,ENGTR,0060,,AAA,ZZZ
MIME 340,1,Applied Fluid Dynamics,12/17/2019,14:00,GYM,main gym,27-30,AAA,ZZZ
MIME 352,1,Hydrochemical Processing,12/19/2019,14:00,GYM,Fieldhouse,27-28,AAA,ZZZ
MIME 356,1,"Heat, Mass and Fluid Flow",12/17/2019,14:00,GYM,main gym,27-30,AAA,ZZZ
MIME 360,1,Phase Transformations:Solids,12/19/2019,18:30,GYM,Fieldhouse,42-43,AAA,ZZZ
MIME 362,1,Mechanical Properties,12/18/2019,9:00,GYM,Fieldhouse,44-45,AAA,ZZZ
MIME 410,1,Research Project,12/17/2019,9:00,ENGTR,0070,,AAA,ZZZ
MIME 421,1,Rock Mechanics,12/10/2019,9:00,ENGTR,0070,,AAA,ZZZ
MIME 425,1,Appl Stoch Orebody Modelling,12/19/2019,9:00,GYM,Fieldhouse,45,AAA,ZZZ
MIME 465,1,Metal & Ceram Powd Proc,12/12/2019,14:00,GYM,Studio 2,1-4,AAA,ZZZ
MIME 470,1,Engineering Biomaterials,12/10/2019,18:30,GYM,main gym,34-37,AAA,ZZZ
MIME 521,1,Stability of Undergrd Openings,12/10/2019,9:00,ENGTR,0070,,AAA,ZZZ
MIME 525,1,Stochastic Orebody Modelling,12/19/2019,9:00,GYM,Fieldhouse,45,AAA,ZZZ
MIME 527,1,Selected Topics in Min Res Eng,12/5/2019,9:00,ENGTR,0060,,AAA,ZZZ
MIME 570,1,Micro & Nano-Fabrication Fund.,12/17/2019,9:00,ENGTR,1100,,AAA,ZZZ
MIME 570,2,Micro & Nano-Fabrication Fund.,12/17/2019,9:00,ENGTR,1100,,AAA,ZZZ
MIME 652,1,Aqueous Processing,12/19/2019,14:00,GYM,Fieldhouse,27-28,AAA,ZZZ
MIME 665,1,Adv Proc of Powder Materials,12/12/2019,14:00,GYM,Studio 2,1-4,AAA,ZZZ
MIMM 211,1,Introductory Microbiology,12/12/2019,14:00,GYM,Fieldhouse,36-45,AAA,ZZZ
MIMM 323,1,Microbial Physiology,12/16/2019,9:00,GYM,BLEACHERS,1-5,AAA,ZZZ
MIMM 324,1,Fundamental Virology,12/20/2019,9:00,GYM,BLEACHERS,1-5,AAA,ZZZ
MIMM 384,1,Molecular Microbiology Lab,12/12/2019,18:30,GYM,Studio 1,1-7,AAA,ZZZ
MIMM 414,1,Advanced Immunology,12/18/2019,9:00,GYM,main gym,39-43,AAA,ZZZ
MRKT 440,1,Marketing Analytics,12/6/2019,14:00,GYM,Fieldhouse,26-27,AAA,ZZZ
MRKT 440,2,Marketing Analytics,12/6/2019,14:00,GYM,Fieldhouse,26-27,AAA,ZZZ
MRKT 452,2,Consumer Behaviour,12/12/2019,9:00,GYM,Fieldhouse,41-42,AAA,ZZZ
MRKT 455,1,Sales Management,12/12/2019,18:30,GYM,main gym,34-37,AAA,ZZZ
MUAR 201,1,Basic Materials:Western Mus,12/11/2019,9:00,ADAMS,AUD,,AAA,ZZZ
MUAR 201,2,Basic Materials:Western Mus,12/11/2019,9:00,LEA,132,,AAA,ZZZ
MUAR 211,1,The Art of Listening,12/18/2019,9:00,LEA,132,,AAA,ZZZ
MUAR 211,2,The Art of Listening,12/18/2019,9:00,ADAMS,AUD,,AAA,ZZZ
MUAR 374,2,Special Topics in Music,12/10/2019,14:00,MUSIC,C412/E109,,AAA,ZZZ
MUAR 392,1,Popular Music after 1945,12/6/2019,9:00,ADAMS,AUDITORIUM,,AAA,ZZZ
MUHL 186,1,Western Musical Traditions,12/13/2019,14:00,ADAMS,AUDITORIUM,,AAA,ZZZ
MUHL 385,1,Early Twentieth-Century Music,12/10/2019,9:00,MUSIC,E109,,AAA,ZZZ
MUHL 387,001,Opera from Mozart to Puccini,12/17/2019,9:00,MUSIC,E109,,AAA,ZZZ
MUIT 202,001,Woodwind Techniques,12/10/2019,14:00,MUSIC,C301,,AAA,ZZZ
MUIT 202,001W,Woodwind Techniques,12/10/2019,9:00,MUSIC,C411,,AAA,ZZZ
MUIT 204,001,Percussion Techniques,12/5/2019,14:00,MUSIC,C310,,AAA,ZZZ
MUSP 123,001,Jazz Ear Training 1,12/9/2019,14:00,MUSIC,C411,,AAA,ZZZ
MUSP 123,002,Jazz Ear Training 1,12/5/2019,9:00,MUSIC,C412,,AAA,ZZZ
MUTH 150,001,Theory and Analysis 1,12/20/2019,9:00,MUSIC,C411/C412/E109,,AAA,ZZZ
MUTH 250,001,Theory and Analysis 3,12/11/2019,9:00,MUSIC,"A412/ C411/C412/E109/SH550 1115 & 1116",,AAA,ZZZ
MUTH 529,001,Proseminar in Music Theory,12/5/2019,9:00,MUSIC,A510,,AAA,ZZZ
NRSC 333,001,Pollution and Bioremediation,12/18/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
NSCI 200,001,Intro. to Neuroscience 1,12/18/2019,14:00,GYM,BLEACHERS,1-5,AAA,ZZZ
NUR1 209,001,Pathophysiology for Nursing 1,12/5/2019,18:30,GYM,main gym,2-18,AAA,ZZZ
NUR1 222,001,Strengths-Based Nurs&Prof Prac,12/9/2019,14:00,GYM,main gym,2-10,AAA,ZZZ
NUR1 222,002,Strengths-Based Nurs&Prof Prac,12/9/2019,14:00,GYM,main gym,11-19,AAA,ZZZ
NUR1 230,001,Supporting Hlth&Healing Capac1,12/20/2019,9:00,SH680,2020  + LAB,,AAA,ZZZ
NUR1 230,002,Supporting Hlth&Healing Capac1,12/20/2019,9:00,SH680,2020 + LAB,,AAA,ZZZ
NUR1 230,003,Supporting Hlth&Healing Capac1,12/20/2019,9:00,SH680,2020 + LAB,,AAA,ZZZ
NUR1 230,004,Supporting Hlth&Healing Capac1,12/20/2019,9:00,SH680,2020 + LAB,,AAA,ZZZ
NUR1 230,005,Supporting Hlth&Healing Capac1,12/20/2019,9:00,SH680,2020 + LAB,,AAA,ZZZ
NUR1 235,001,Health & Physical Assess/Anat1,12/16/2019,9:00,,SIM CENTER,,AAA,ZZZ
NUR1 235,001W,Health & Physical Assess/Anat1,12/18/2019,9:00,GYM,main gym,1-17,AAA,ZZZ
NUR1 300,001,Pharmacology for Nursing 1,12/12/2019,9:00,GYM,Fieldhouse,11-18,AAA,ZZZ
NUR1 312,001,Research in Nursing,12/19/2019,18:30,GYM,Fieldhouse,17-21,AAA,ZZZ
NUR1 323,001,Illness Management 1,12/11/2019,9:00,GYM,Fieldhouse,25-28,AAA,ZZZ
NUR1 325,002,"Acute,Chron&Pall Hlth Chall 1",12/6/2019,9:00,GYM,main gym,33-39,AAA,ZZZ
NUR1 325,003,"Acute,Chron&Pall Hlth Chall 1",12/6/2019,9:00,GYM,main gym,33-39,AAA,ZZZ
NUR1 325,004,"Acute,Chron&Pall Hlth Chall 1",12/6/2019,9:00,GYM,main gym,33-39,AAA,ZZZ
NUR1 329,001,Skin Integrity and Wound Care,12/18/2019,9:00,GYM,Fieldhouse,1-8,AAA,ZZZ
NUR1 336,001,Illness Mgmt Clin Skills Lab 2,12/17/2019,9:00,SH680,LAB,,AAA,ZZZ
NUR1 336,002,Illness Mgmt Clin Skills Lab 2,12/17/2019,9:00,SH680,LAB,,AAA,ZZZ
NUR1 336,003,Illness Mgmt Clin Skills Lab 2,12/17/2019,9:00,SH680,LAB,,AAA,ZZZ
NUR1 336,004,Illness Mgmt Clin Skills Lab 2,12/17/2019,9:00,SH680,LAB,,AAA,ZZZ
NUR1 336,005,Illness Mgmt Clin Skills Lab 2,12/17/2019,9:00,SH680,LAB,,AAA,ZZZ
NUR1 338,001,Appl Hlth&Phys Assessmt/Anat1,12/13/2019,9:00,,SIM CENTER,,AAA,ZZZ
NUR1 338,001W,Appl Hlth&Phys Assessmt/Anat1,12/18/2019,9:00,GYM,main gym,1-17,AAA,ZZZ
NUR1 424,001,"Legal,Ethical&Prof Prac Issues",12/17/2019,9:00,GYM,Fieldhouse,1-9,AAA,ZZZ
NUR2 500,001,Pathology&Pharma in Nursing 1,12/19/2019,9:00,SH680,2020,,AAA,ZZZ
NUR2 517,001,Nursing Clinical Skills Lab 1,12/20/2019,9:00,SH680,2020 + LAB,,AAA,ZZZ
NUR2 534,001,Health Assessment/Anatomy1,12/16/2019,9:00,,SIM CENTER,,AAA,ZZZ
NUR2 534,001W,Health Assessment/Anatomy1,12/18/2019,9:00,GYM,main gym,1-17,AAA,ZZZ
NUR2 623,001,Clin.Assess.&Therapeutics 1,12/11/2019,9:00,GYM,Fieldhouse,25-28,AAA,ZZZ
NUTR 207,001,Nutrition and Health,12/13/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
NUTR 214,001,Food Fundamentals,12/17/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
NUTR 307,001,Metabolism and Human Nutrition,12/13/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
NUTR 341,001,Global Food Security,12/10/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
